BeachName,DNRID,Date,Ecoli_1dGM,Ecoli_30dGM,Ecoli_units,Entero_avg_cfu,Microcystin_ugL,Cylindro_ugL,Anatoxin_ugL,ClosureYN,ClosureReason,MonitoringOrg
Como,62-0055,2019-08-20,228.5,27.5,,,,,,N,,RamseyCo
Owasso,62-0056,2019-08-20,239.3,7.9,,,,,,N,,RamseyCo
Josephine,62-0057,2019-08-20,11.1,1.7,,,,,,N,,RamseyCo
Turtle,62-0061,2019-08-20,152.7,8.8,,,,,,N,,RamseyCo
Long,62-0067,2019-08-20,349.6,26.9,,,,,,N,,RamseyCo
Johanna,62-0078,2019-08-20,72,8.3,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2019-08-20,1.4,2.5,,,,,,N,,RamseyCo
White Bear,82-0167,2019-08-20,62.2,42.2,,,,,,N,,RamseyCo
Gervais,62-0007,2019-08-27,1.7,4.1,,,,,,N,,RamseyCo
Phalen,62-0013,2019-08-27,128.2,6.7,,,,,,N,,RamseyCo
McCarrons,62-0054,2019-08-27,23.5,16.2,,,,,,N,,RamseyCo
Como,62-0055,2019-08-27,563.1,51.6,,,,,,N,,RamseyCo
Owasso,62-0056,2019-08-27,15.5,12.7,,,,,,N,,RamseyCo
Josephine,62-0057,2019-08-27,22.2,3.2,,,,,,N,,RamseyCo
Turtle,62-0061,2019-08-27,44.4,9.8,,,,,,N,,RamseyCo
Long,62-0067,2019-08-27,3.6,14.1,,,,,,N,,RamseyCo
Johanna,62-0078,2019-08-27,16.6,11.8,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2019-08-27,63.3,5.7,,,,,,N,,RamseyCo
White Bear,82-0167,2019-08-27,18.5,21.8,,,,,,N,,RamseyCo
Gervais,62-0007,2020-05-19,47.6,0,,,,,,N,,RamseyCo
Phalen,62-0013,2020-05-19,10.9,0,,,,,,N,,RamseyCo
McCarrons,62-0054,2020-05-19,19.7,0,,,,,,N,,RamseyCo
Como,62-0055,2020-05-19,126.3,0,,,,,,N,,RamseyCo
Owasso,62-0056,2020-05-19,1.7,0,,,,,,N,,RamseyCo
Josephine,62-0057,2020-05-19,2.3,0,,,,,,N,,RamseyCo
Turtle,62-0061,2020-05-19,5.7,0,,,,,,N,,RamseyCo
Long,62-0067,2020-05-19,5.5,0,,,,,,N,,RamseyCo
Snail,62-0073,2020-05-19,3.1,0,,,,,,N,,RamseyCo
Johanna,62-0078,2020-05-19,131.1,0,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2020-05-19,1.4,0,,,,,,N,,RamseyCo
White Bear,82-0167,2020-05-19,5.7,0,,,,,,N,,RamseyCo
Gervais,62-0007,2020-05-26,55.5,51.4,,,,,,N,,RamseyCo
Phalen,62-0013,2020-05-26,20.6,15,,,,,,N,,RamseyCo
McCarrons,62-0054,2020-05-26,35.3,26.4,,,,,,N,,RamseyCo
Como,62-0055,2020-05-26,17.3,46.8,,,,,,N,,RamseyCo
Owasso,62-0056,2020-05-26,18.4,5.6,,,,,,N,,RamseyCo
Josephine,62-0057,2020-05-26,3.2,2.7,,,,,,N,,RamseyCo
Turtle,62-0061,2020-05-26,4.3,5,,,,,,N,,RamseyCo
Long,62-0067,2020-05-26,2.5,3.7,,,,,,N,,RamseyCo
Snail,62-0073,2020-05-26,4,3.5,,,,,,N,,RamseyCo
Johanna,62-0078,2020-05-26,42.2,74.4,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2020-05-26,11.7,4.1,,,,,,N,,RamseyCo
White Bear,82-0167,2020-05-26,9.6,7.4,,,,,,N,,RamseyCo
Gervais,62-0007,2020-06-02,10.7,30.5,,,,,,N,,RamseyCo
Phalen,62-0013,2020-06-02,2.5,8.2,,,,,,N,,RamseyCo
McCarrons,62-0054,2020-06-02,111.5,42.6,,,,,,N,,RamseyCo
Como,62-0055,2020-06-02,1.4,14.6,,,,,,N,,RamseyCo
Josephine,62-0057,2020-06-02,8.7,4,,,,,,N,,RamseyCo
Turtle,62-0061,2020-06-02,5.8,5.2,,,,,,N,,RamseyCo
Long,62-0067,2020-06-02,15.1,5.9,,,,,,N,,RamseyCo
Snail,62-0073,2020-06-02,2.8,3.3,,,,,,N,,RamseyCo
Johanna,62-0078,2020-06-02,50.1,65.2,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2020-06-02,1,2.5,,,,,,N,,RamseyCo
White Bear,82-0167,2020-06-02,1.4,4.3,,,,,,N,,RamseyCo
Gervais,62-0007,2020-06-09,29.1,30.1,,,,,,N,,RamseyCo
Phalen,62-0013,2020-06-09,4.9,7.2,,,,,,N,,RamseyCo
McCarrons,62-0054,2020-06-09,1122,96.5,,,,,,N,,RamseyCo
Como,62-0055,2020-06-09,1.7,8.6,,,,,,N,,RamseyCo
Josephine,62-0057,2020-06-09,1,2.8,,,,,,N,,RamseyCo
Turtle,62-0061,2020-06-09,16,6.9,,,,,,N,,RamseyCo
Long,62-0067,2020-06-09,1.4,4.1,,,,,,N,,RamseyCo
Snail,62-0073,2020-06-09,11.3,4.5,,,,,,N,,RamseyCo
Johanna,62-0078,2020-06-09,20.6,48.9,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2020-06-09,1,2,,,,,,N,,RamseyCo
White Bear,82-0167,2020-06-09,3.5,4.1,,,,,,N,,RamseyCo
Gervais,62-0007,2020-06-16,1.4,16.3,,,,,,N,,RamseyCo
Phalen,62-0013,2020-06-16,14,8.3,,,,,,N,,RamseyCo
McCarrons,62-0054,2020-06-16,109.6,99,,,,,,N,,RamseyCo
Como,62-0055,2020-06-16,5.1,7.7,,,,,,N,,RamseyCo
Josephine,62-0057,2020-06-16,1,2.3,,,,,,N,,RamseyCo
Turtle,62-0061,2020-06-16,23.2,8.8,,,,,,N,,RamseyCo
Long,62-0067,2020-06-16,1.8,3.5,,,,,,N,,RamseyCo
Snail,62-0073,2020-06-16,1,3.3,,,,,,N,,RamseyCo
Johanna,62-0078,2020-06-16,5.1,31.1,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2020-06-16,1,1.8,,,,,,N,,RamseyCo
White Bear,82-0167,2020-06-16,1,3.1,,,,,,N,,RamseyCo
Gervais,62-0007,2020-06-23,9.5,11.8,,,,,,N,,RamseyCo
Phalen,62-0013,2020-06-23,7.5,7.7,,,,,,N,,RamseyCo
Como,62-0055,2020-06-23,91.1,7.2,,,,,,N,,RamseyCo
Josephine,62-0057,2020-06-23,7.6,2.9,,,,,,N,,RamseyCo
Turtle,62-0061,2020-06-23,5.7,8.8,,,,,,N,,RamseyCo
Long,62-0067,2020-06-23,13.1,4.1,,,,,,N,,RamseyCo
Snail,62-0073,2020-06-23,4.1,3.5,,,,,,N,,RamseyCo
Johanna,62-0078,2020-06-23,23.5,22.1,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2020-06-23,3.5,2.1,,,,,,N,,RamseyCo
White Bear,82-0167,2020-06-23,909,8.5,,,,,,N,,RamseyCo
McCarrons,62-0054,2020-06-23,346,175.6,,,,,,Y,ecoli_30dayGM,RamseyCo
McCarrons,62-0054,2020-06-25,7.9,104.8,,,,,,N,,RamseyCo
Gervais,62-0007,2020-06-30,38.6,11,,,,,,N,,RamseyCo
Phalen,62-0013,2020-06-30,130.4,11.1,,,,,,N,,RamseyCo
Como,62-0055,2020-06-30,10,6.5,,,,,,N,,RamseyCo
Josephine,62-0057,2020-06-30,3.6,3,,,,,,N,,RamseyCo
Turtle,62-0061,2020-06-30,143.8,17.7,,,,,,N,,RamseyCo
Long,62-0067,2020-06-30,77.3,8.2,,,,,,N,,RamseyCo
Snail,62-0073,2020-06-30,20.1,4.8,,,,,,N,,RamseyCo
Johanna,62-0078,2020-06-30,36.7,21.5,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2020-06-30,1,1.3,,,,,,N,,RamseyCo
White Bear,82-0167,2020-06-30,9.6,8.5,,,,,,N,,RamseyCo
McCarrons,62-0054,2020-06-30,148.9,133.3,,,,,,Y,ecoli_30dayGM,RamseyCo
McCarrons,62-0054,2020-07-01,20.6,102.1,,,,,,N,,RamseyCo
McCarrons,62-0054,2020-07-02,1,52,,,,,,N,,RamseyCo
Gervais,62-0007,2020-07-07,2,7.9,,,,,,N,,RamseyCo
Phalen,62-0013,2020-07-07,41.5,19.4,,,,,,N,,RamseyCo
McCarrons,62-0054,2020-07-07,2.9,36.2,,,,,,N,,RamseyCo
Como,62-0055,2020-07-07,2,6.9,,,,,,N,,RamseyCo
Josephine,62-0057,2020-07-07,2,2.2,,,,,,N,,RamseyCo
Turtle,62-0061,2020-07-07,20,22.7,,,,,,N,,RamseyCo
Long,62-0067,2020-07-07,635.7,17.4,,,,,,N,,RamseyCo
Snail,62-0073,2020-07-07,1.4,4.2,,,,,,N,,RamseyCo
Johanna,62-0078,2020-07-07,17.6,17.4,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2020-07-07,13.4,2.2,,,,,,N,,RamseyCo
White Bear,82-0167,2020-07-07,6.7,11.5,,,,,,N,,RamseyCo
Gervais,62-0007,2020-07-14,455.6,13.6,,,,,,N,,RamseyCo
Phalen,62-0013,2020-07-14,83.5,34.3,,,,,,N,,RamseyCo
McCarrons,62-0054,2020-07-14,166.9,28.6,,,,,,N,,RamseyCo
Como,62-0055,2020-07-14,16.2,10.9,,,,,,N,,RamseyCo
Josephine,62-0057,2020-07-14,1,2.2,,,,,,N,,RamseyCo
Turtle,62-0061,2020-07-14,86.4,31.8,,,,,,N,,RamseyCo
Long,62-0067,2020-07-14,9.4,25.4,,,,,,N,,RamseyCo
Snail,62-0073,2020-07-14,2.5,3.1,,,,,,N,,RamseyCo
Johanna,62-0078,2020-07-14,13.3,16,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2020-07-14,37.2,4.5,,,,,,N,,RamseyCo
White Bear,82-0167,2020-07-14,12.6,14.9,,,,,,N,,RamseyCo
Gervais,62-0007,2020-07-21,4.8,17.4,,,,,,N,,RamseyCo
Phalen,62-0013,2020-07-21,1,20.2,,,,,,N,,RamseyCo
McCarrons,62-0054,2020-07-21,9.6,21.1,,,,,,N,,RamseyCo
Como,62-0055,2020-07-21,2.9,9.7,,,,,,N,,RamseyCo
Josephine,62-0057,2020-07-21,2.5,2.7,,,,,,N,,RamseyCo
Turtle,62-0061,2020-07-21,9.6,26.7,,,,,,N,,RamseyCo
Long,62-0067,2020-07-21,276.3,69.9,,,,,,N,,RamseyCo
Snail,62-0073,2020-07-21,1.4,3.3,,,,,,N,,RamseyCo
Johanna,62-0078,2020-07-21,14.7,19.7,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2020-07-21,3.2,5.6,,,,,,N,,RamseyCo
White Bear,82-0167,2020-07-21,41.9,31.5,,,,,,N,,RamseyCo
Gervais,62-0007,2020-07-28,5.5,15.6,,,,,,N,,RamseyCo
Phalen,62-0013,2020-07-28,60.3,30.7,,,,,,N,,RamseyCo
McCarrons,62-0054,2020-07-28,4.9,13.2,,,,,,N,,RamseyCo
Como,62-0055,2020-07-28,11.3,6.4,,,,,,N,,RamseyCo
Josephine,62-0057,2020-07-28,11.8,2.9,,,,,,N,,RamseyCo
Turtle,62-0061,2020-07-28,171,52.7,,,,,,N,,RamseyCo
Long,62-0067,2020-07-28,13.2,70.1,,,,,,N,,RamseyCo
Snail,62-0073,2020-07-28,3.6,3.2,,,,,,N,,RamseyCo
Johanna,62-0078,2020-07-28,24.3,19.8,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2020-07-28,1.7,4.9,,,,,,N,,RamseyCo
White Bear,82-0167,2020-07-28,11.6,13.2,,,,,,N,,RamseyCo
Gervais,62-0007,2020-08-04,1.4,8.1,,,,,,N,,RamseyCo
Phalen,62-0013,2020-08-04,337.6,37.1,,,,,,N,,RamseyCo
McCarrons,62-0054,2020-08-04,17.4,13.1,,,,,,N,,RamseyCo
Como,62-0055,2020-08-04,1.4,4.3,,,,,,N,,RamseyCo
Josephine,62-0057,2020-08-04,10.9,3.7,,,,,,N,,RamseyCo
Turtle,62-0061,2020-08-04,2,22.4,,,,,,N,,RamseyCo
Long,62-0067,2020-08-04,31.4,58.5,,,,,,N,,RamseyCo
Snail,62-0073,2020-08-04,2.9,2.2,,,,,,N,,RamseyCo
Johanna,62-0078,2020-08-04,15.3,16.6,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2020-08-04,3.3,6.2,,,,,,N,,RamseyCo
White Bear,82-0167,2020-08-04,517.1,29.2,,,,,,N,,RamseyCo
Gervais,62-0007,2020-08-11,2.5,8.4,,,,,,N,,RamseyCo
Phalen,62-0013,2020-08-11,222.3,51.9,,,,,,N,,RamseyCo
McCarrons,62-0054,2020-08-11,1.4,11.4,,,,,,N,,RamseyCo
Como,62-0055,2020-08-11,32,7.5,,,,,,N,,RamseyCo
Josephine,62-0057,2020-08-11,1.4,3.4,,,,,,N,,RamseyCo
Turtle,62-0061,2020-08-11,1.4,13.2,,,,,,N,,RamseyCo
Long,62-0067,2020-08-11,25.4,30.7,,,,,,N,,RamseyCo
Snail,62-0073,2020-08-11,132.6,5.4,,,,,,N,,RamseyCo
Johanna,62-0078,2020-08-11,13.7,15.8,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2020-08-11,1,3.7,,,,,,N,,RamseyCo
White Bear,82-0167,2020-08-11,73.7,47.2,,,,,,N,,RamseyCo
Gervais,62-0007,2020-08-18,1.4,2.7,,,,,,N,,RamseyCo
Phalen,62-0013,2020-08-18,23.9,40.4,,,,,,N,,RamseyCo
McCarrons,62-0054,2020-08-18,0,4.4,,,,,,N,,RamseyCo
Como,62-0055,2020-08-18,11.6,7,,,,,,N,,RamseyCo
Josephine,62-0057,2020-08-18,1.4,3.6,,,,,,N,,RamseyCo
Turtle,62-0061,2020-08-18,1,5.4,,,,,,N,,RamseyCo
Long,62-0067,2020-08-18,5.1,27.2,,,,,,N,,RamseyCo
Snail,62-0073,2020-08-18,4.3,6.1,,,,,,N,,RamseyCo
Johanna,62-0078,2020-08-18,23.8,17.8,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2020-08-18,1.4,1.9,,,,,,N,,RamseyCo
White Bear,82-0167,2020-08-18,2.5,34.1,,,,,,N,,RamseyCo
Gervais,62-0007,2020-08-25,1,1.9,,,,,,N,,RamseyCo
Phalen,62-0013,2020-08-25,87.6,98.9,,,,,,N,,RamseyCo
McCarrons,62-0054,2020-08-25,11.4,4.5,,,,,,N,,RamseyCo
Como,62-0055,2020-08-25,4.4,7.6,,,,,,N,,RamseyCo
Josephine,62-0057,2020-08-25,1.7,3.4,,,,,,N,,RamseyCo
Turtle,62-0061,2020-08-25,5.5,4.8,,,,,,N,,RamseyCo
Long,62-0067,2020-08-25,1,8.8,,,,,,N,,RamseyCo
Snail,62-0073,2020-08-25,13.3,9.5,,,,,,N,,RamseyCo
Johanna,62-0078,2020-08-25,28.5,20.3,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2020-08-25,1,1.5,,,,,,N,,RamseyCo
White Bear,82-0167,2020-08-25,2.9,20,,,,,,N,,RamseyCo
Gervais,62-0007,2020-09-01,8.5,2.1,,,,,,N,,RamseyCo
Phalen,62-0013,2020-09-01,68.1,101.3,,,,,,N,,RamseyCo
McCarrons,62-0054,2020-09-01,5.1,4.6,,,,,,N,,RamseyCo
Como,62-0055,2020-09-01,10,7.5,,,,,,N,,RamseyCo
Josephine,62-0057,2020-09-01,1,2.1,,,,,,N,,RamseyCo
Turtle,62-0061,2020-09-01,32.6,3.5,,,,,,N,,RamseyCo
Long,62-0067,2020-09-01,3.6,6.8,,,,,,N,,RamseyCo
Snail,62-0073,2020-09-01,13.4,12.4,,,,,,N,,RamseyCo
Johanna,62-0078,2020-09-01,29.8,21.2,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2020-09-01,1,1.4,,,,,,N,,RamseyCo
White Bear,82-0167,2020-09-01,46.8,26.4,,,,,,N,,RamseyCo
Gervais,62-0007,2021-05-25,111.2,0,,,,,,N,,RamseyCo
Phalen,62-0013,2021-05-25,61,0,,,,,,N,,RamseyCo
McCarrons,62-0054,2021-05-25,103.7,0,,,,,,N,,RamseyCo
Como,62-0055,2021-05-25,186.1,0,,,,,,N,,RamseyCo
Owasso,62-0056,2021-05-25,14.1,0,,,,,,N,,RamseyCo
Josephine,62-0057,2021-05-25,9.7,0,,,,,,N,,RamseyCo
Long,62-0067,2021-05-25,19.3,0,,,,,,N,,RamseyCo
Snail,62-0073,2021-05-25,9.9,0,,,,,,N,,RamseyCo
Snail,62-0073,2021-05-25,9.8,0,,,,,,N,,RamseyCo
Johanna,62-0078,2021-05-25,38,0,,,,,,N,,RamseyCo
White Bear,82-0167,2021-05-25,2,0,,,,,,N,,RamseyCo
Gervais,62-0007,2021-06-01,5.7,25.1,,,,,,N,,RamseyCo
Phalen,62-0013,2021-06-01,5.7,18.7,,,,,,N,,RamseyCo
Como,62-0055,2021-06-01,4,27.2,,,,,,N,,RamseyCo
Owasso,62-0056,2021-06-01,6.8,9.8,,,,,,N,,RamseyCo
Josephine,62-0057,2021-06-01,10.8,10.2,,,,,,N,,RamseyCo
Turtle,62-0061,2021-06-01,8.5,9.2,,,,,,N,,RamseyCo
Long,62-0067,2021-06-01,3.6,8.4,,,,,,N,,RamseyCo
Snail,62-0073,2021-06-01,1,3.1,,,,,,N,,RamseyCo
Johanna,62-0078,2021-06-01,67.4,50.6,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2021-06-01,1,0,,,,,,N,,RamseyCo
White Bear,82-0167,2021-06-01,6.2,3.5,,,,,,N,,RamseyCo
McCarrons,62-0054,2021-06-01,208.9,147.2,,,,,,Y,ecoli_30dayGM,RamseyCo
Gervais,62-0007,2021-06-08,44.7,30.4,,,,,,N,,RamseyCo
Phalen,62-0013,2021-06-08,2.3,9.2,,,,,,N,,RamseyCo
Como,62-0055,2021-06-08,4.6,15.1,,,,,,N,,RamseyCo
Owasso,62-0056,2021-06-08,25.5,13.5,,,,,,N,,RamseyCo
Josephine,62-0057,2021-06-08,3.2,7,,,,,,N,,RamseyCo
Turtle,62-0061,2021-06-08,2.5,6,,,,,,N,,RamseyCo
Long,62-0067,2021-06-08,2.9,5.8,,,,,,N,,RamseyCo
Snail,62-0073,2021-06-08,27,6.4,,,,,,N,,RamseyCo
Johanna,62-0078,2021-06-08,308.5,92.5,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2021-06-08,1,1,,,,,,N,,RamseyCo
White Bear,82-0167,2021-06-08,69.7,9.5,,,,,,N,,RamseyCo
McCarrons,62-0054,2021-06-08,160.5,151.5,,,,,,Y,ecoli_30dayGM,RamseyCo
Gervais,62-0007,2021-06-15,1,13,,,,,,N,,RamseyCo
Phalen,62-0013,2021-06-15,5.6,8.1,,,,,,N,,RamseyCo
McCarrons,62-0054,2021-06-15,47.9,113.6,,,,,,N,,RamseyCo
Como,62-0055,2021-06-15,1.4,8.3,,,,,,N,,RamseyCo
Owasso,62-0056,2021-06-15,3.1,9.3,,,,,,N,,RamseyCo
Josephine,62-0057,2021-06-15,5.6,6.6,,,,,,N,,RamseyCo
Turtle,62-0061,2021-06-15,2,4.6,,,,,,N,,RamseyCo
Long,62-0067,2021-06-15,1.4,4.1,,,,,,N,,RamseyCo
Snail,62-0073,2021-06-15,1.8,4.6,,,,,,N,,RamseyCo
Johanna,62-0078,2021-06-15,30,69.8,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2021-06-15,1,1,,,,,,N,,RamseyCo
White Bear,82-0167,2021-06-15,8.3,9.2,,,,,,N,,RamseyCo
Gervais,62-0007,2021-06-22,1.8,8.7,,,,,,N,,RamseyCo
Phalen,62-0013,2021-06-22,2.9,6.6,,,,,,N,,RamseyCo
McCarrons,62-0054,2021-06-22,12.7,73.3,,,,,,N,,RamseyCo
Como,62-0055,2021-06-22,90.7,13.4,,,,,,N,,RamseyCo
Owasso,62-0056,2021-06-22,5.9,8.5,,,,,,N,,RamseyCo
Josephine,62-0057,2021-06-22,14.9,7.8,,,,,,N,,RamseyCo
Turtle,62-0061,2021-06-22,1,3.4,,,,,,N,,RamseyCo
Long,62-0067,2021-06-22,9.8,4.9,,,,,,N,,RamseyCo
Snail,62-0073,2021-06-22,13.9,5.8,,,,,,N,,RamseyCo
Johanna,62-0078,2021-06-22,10.8,48.1,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2021-06-22,1.4,1.1,,,,,,N,,RamseyCo
White Bear,82-0167,2021-06-22,1.4,6.3,,,,,,N,,RamseyCo
Gervais,62-0007,2021-06-29,25.5,6.5,,,,,,N,,RamseyCo
Phalen,62-0013,2021-06-29,547.2,10.3,,,,,,N,,RamseyCo
McCarrons,62-0054,2021-06-29,11.4,47.2,,,,,,N,,RamseyCo
Como,62-0055,2021-06-29,317,14.9,,,,,,N,,RamseyCo
Owasso,62-0056,2021-06-29,39.2,10.5,,,,,,N,,RamseyCo
Josephine,62-0057,2021-06-29,12.6,8.2,,,,,,N,,RamseyCo
Turtle,62-0061,2021-06-29,140.8,5.7,,,,,,N,,RamseyCo
Long,62-0067,2021-06-29,6.2,3.9,,,,,,N,,RamseyCo
Snail,62-0073,2021-06-29,16.3,6.4,,,,,,N,,RamseyCo
Johanna,62-0078,2021-06-29,14.4,39.6,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2021-06-29,119.1,2.8,,,,,,N,,RamseyCo
White Bear,82-0167,2021-06-29,95.3,13.7,,,,,,N,,RamseyCo
Gervais,62-0007,2021-07-06,1.4,4.9,,,,,,N,,RamseyCo
Phalen,62-0013,2021-07-06,310.6,22.8,,,,,,N,,RamseyCo
McCarrons,62-0054,2021-07-06,11.6,26.5,,,,,,N,,RamseyCo
Como,62-0055,2021-07-06,8.4,17.4,,,,,,N,,RamseyCo
Owasso,62-0056,2021-07-06,12.1,11.7,,,,,,N,,RamseyCo
Josephine,62-0057,2021-07-06,34.6,10.3,,,,,,N,,RamseyCo
Turtle,62-0061,2021-07-06,3.6,4.8,,,,,,N,,RamseyCo
Long,62-0067,2021-07-06,4.4,4.1,,,,,,N,,RamseyCo
Snail,62-0073,2021-07-06,3.5,8.3,,,,,,N,,RamseyCo
Johanna,62-0078,2021-07-06,2.3,20.1,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2021-07-06,1.4,3,,,,,,N,,RamseyCo
White Bear,82-0167,2021-07-06,134.4,25.3,,,,,,N,,RamseyCo
Gervais,62-0007,2021-07-13,1.4,2.5,,,,,,N,,RamseyCo
Phalen,62-0013,2021-07-13,48.1,42.1,,,,,,N,,RamseyCo
McCarrons,62-0054,2021-07-13,2.7,11.7,,,,,,N,,RamseyCo
Como,62-0055,2021-07-13,12.6,21.2,,,,,,N,,RamseyCo
Owasso,62-0056,2021-07-13,20.3,11.2,,,,,,N,,RamseyCo
Josephine,62-0057,2021-07-13,459.5,27.8,,,,,,N,,RamseyCo
Turtle,62-0061,2021-07-13,2,4.6,,,,,,N,,RamseyCo
Long,62-0067,2021-07-13,58.4,7.4,,,,,,N,,RamseyCo
Snail,62-0073,2021-07-13,5.7,6,,,,,,N,,RamseyCo
Johanna,62-0078,2021-07-13,52.8,14.1,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2021-07-13,1,3,,,,,,N,,RamseyCo
White Bear,82-0167,2021-07-13,65.3,25,,,,,,N,,RamseyCo
Gervais,62-0007,2021-07-20,2,2.8,,,,,,N,,RamseyCo
Phalen,62-0013,2021-07-20,28,58.2,,,,,,N,,RamseyCo
McCarrons,62-0054,2021-07-20,24.3,10.2,,,,,,N,,RamseyCo
Como,62-0055,2021-07-20,3.5,25.5,,,,,,N,,RamseyCo
Owasso,62-0056,2021-07-20,9.4,14,,,,,,N,,RamseyCo
Josephine,62-0057,2021-07-20,15.6,34.2,,,,,,N,,RamseyCo
Turtle,62-0061,2021-07-20,2.3,4.7,,,,,,N,,RamseyCo
Long,62-0067,2021-07-20,4.9,9.5,,,,,,N,,RamseyCo
Snail,62-0073,2021-07-20,4.4,7.2,,,,,,N,,RamseyCo
Johanna,62-0078,2021-07-20,41.3,15.1,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2021-07-20,4.7,4.1,,,,,,N,,RamseyCo
White Bear,82-0167,2021-07-20,24.9,31.2,,,,,,N,,RamseyCo
Gervais,62-0007,2021-07-27,12.3,4.2,,,,,,N,,RamseyCo
Phalen,62-0013,2021-07-27,9.1,73.1,,,,,,N,,RamseyCo
McCarrons,62-0054,2021-07-27,1.4,6.6,,,,,,N,,RamseyCo
Como,62-0055,2021-07-27,24.7,19.7,,,,,,N,,RamseyCo
Owasso,62-0056,2021-07-27,8.2,14.9,,,,,,N,,RamseyCo
Josephine,62-0057,2021-07-27,4,26.3,,,,,,N,,RamseyCo
Turtle,62-0061,2021-07-27,1,4.7,,,,,,N,,RamseyCo
Long,62-0067,2021-07-27,87.2,14.7,,,,,,N,,RamseyCo
Snail,62-0073,2021-07-27,2.5,5.1,,,,,,N,,RamseyCo
Johanna,62-0078,2021-07-27,362.2,30.4,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2021-07-27,1,3.8,,,,,,N,,RamseyCo
White Bear,82-0167,2021-07-27,305.3,91.3,,,,,,N,,RamseyCo
Gervais,62-0007,2021-08-03,1,2.2,,,,,,N,,RamseyCo
Phalen,62-0013,2021-08-03,43.9,44.1,,,,,,N,,RamseyCo
McCarrons,62-0054,2021-08-03,3.6,5.2,,,,,,N,,RamseyCo
Como,62-0055,2021-08-03,9.5,9.8,,,,,,N,,RamseyCo
Owasso,62-0056,2021-08-03,15.2,12.4,,,,,,N,,RamseyCo
Josephine,62-0057,2021-08-03,1,15.8,,,,,,N,,RamseyCo
Turtle,62-0061,2021-08-03,1,1.7,,,,,,N,,RamseyCo
Long,62-0067,2021-08-03,4.6,13.9,,,,,,N,,RamseyCo
Snail,62-0073,2021-08-03,2.5,3.5,,,,,,N,,RamseyCo
Johanna,62-0078,2021-08-03,7.7,26.8,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2021-08-03,1,1.5,,,,,,N,,RamseyCo
White Bear,82-0167,2021-08-03,15.7,63.7,,,,,,N,,RamseyCo
Gervais,62-0007,2021-08-10,4,2.7,,,,,,N,,RamseyCo
Phalen,62-0013,2021-08-10,82.7,33.9,,,,,,N,,RamseyCo
McCarrons,62-0054,2021-08-10,6.3,4.6,,,,,,N,,RamseyCo
Como,62-0055,2021-08-10,60.8,14.5,,,,,,N,,RamseyCo
Owasso,62-0056,2021-08-10,14.9,12.9,,,,,,N,,RamseyCo
Josephine,62-0057,2021-08-10,33.6,15.7,,,,,,N,,RamseyCo
Turtle,62-0061,2021-08-10,4.1,1.8,,,,,,N,,RamseyCo
Long,62-0067,2021-08-10,2.9,12.7,,,,,,N,,RamseyCo
Snail,62-0073,2021-08-10,15.2,4.7,,,,,,N,,RamseyCo
Johanna,62-0078,2021-08-10,212.4,66.5,,,,,,N,,RamseyCo
Mahtomedi,82-0167,2021-08-10,2.3,1.6,,,,,,N,,RamseyCo
White Bear,82-0167,2021-08-10,8.5,36.7,,,,,,N,,RamseyCo
Gervais,62-0007,2021-08-17,1,2.5,,,,,,N,,RamseyCo
Phalen,62-0013,2021-08-17,11.7,25.5,,,,,,N,,RamseyCo
McCarrons,62-0054,2021-08-17,5.4,5.3,,,,,,N,,RamseyCo
Como,62-0055,2021-08-17,23.5,16.4,,,,,,N,,RamseyCo
Owasso,62-0056,2021-08-17,1.4,7.6,,,,,,N,,RamseyCo
Josephine,62-0057,2021-08-17,1.8,5.2,,,,,,N,,RamseyCo
Turtle,62-0061,2021-08-17,23.1,2.9,,,,,,N,,RamseyCo
Long,62-0067,2021-08-17,1,5.6,,,,,,N,,RamseyCo
Snail,62-0073,2021-08-17,4.3,4.5,,,,,,N,,RamseyCo
